pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,distance,drivers_available,ride_requests,peak_hour,temperature,precipitation,visibility,event_nearby,price
40.874540118847364,-74.1263591815333,41.22999831098997,-73.86185543162783,1.0653657709453,13,46,0,27.385724204363235,0,9.542978493211029,0,26.010994305817448
41.450714306409914,-74.1670879037686,40.68451199559871,-74.04070754646581,0.2988570064169936,40,64,0,20.378497473908936,1,6.355967551429715,0,15.600457565481939
41.2319939418114,-74.32384608749715,40.846639694369884,-73.53550147513606,0.405258001108307,10,31,0,18.313722976735455,1,10.682139313275052,0,10.756708811833828
41.09865848419704,-73.89273332989852,41.16328063685782,-74.28102154901576,0.5978091685116204,28,41,0,37.013580394274875,0,8.508606770955426,0,21.057553585291316
40.65601864044244,-74.02337583949137,40.98208934452448,-73.91214358400106,0.6831620350582732,30,53,1,-14.801414110381202,0,9.58997905594499,1,23.64968542667205
40.6559945203362,-73.63429900767599,41.238571038634895,-73.79978998500978,0.8322520432173945,38,90,0,26.421414313322536,1,12.08203279253814,0,20.56786550545875
40.5580836121682,-74.46789041951794,41.461207901222856,-73.67443551065462,0.8849662196062433,5,82,0,25.220626810086337,1,12.536153431121761,0,8.851065612491949
41.366176145774936,-73.85613207244488,40.6165466877152,-74.09302896957199,1.8248542328525001,27,61,0,25.349103688982332,0,12.582079219468248,0,11.799797253707688
41.10111501174321,-73.73705112148843,41.20956771639806,-73.81307809234252,2.1374376836441265,21,42,0,29.293283844949038,0,11.393518905110426,1,20.026604453265655
41.208072577796045,-73.74051343081169,40.73034415563212,-74.19679852861572,1.1083219894470728,40,11,0,8.13013931658613,0,13.576620944522643,0,21.31575757862693
40.520584494295804,-73.61392603290447,40.91447672740757,-74.06452390763818,7.135044561297579,41,23,0,29.542831104352167,0,9.392299403003355,0,28.31992065717964
,-73.7709662571705,40.53286272579514,-73.6043728687966,2.4165279402256994,49,70,0,23.837726512301725,1,9.64688162830033,0,23.496136960819975
41.33244264080042,-73.57218993835231,40.6359073822927,-73.55009239066905,4.646114167652858,24,74,0,16.039659911763415,0,8.648419682401615,0,8.423103198026356
40.71233911067828,-74.1673434001791,40.8197772890489,-73.78118265307273,7.74046865815288,30,95,0,26.299432473915385,0,10.146827454561317,0,22.995155845444806
40.6818249672071,-73.99679058324845,40.84198580528798,-74.12564810922382,0.5342779462040195,15,39,0,21.780517283874353,0,10.001231136069602,0,5.0
40.68340450985343,-74.48592033671711,41.39958521646209,-73.67994221002533,1.6751906328326875,24,36,0,10.575121164666681,0,10.349679881599535,1,14.290991247792835
40.80424224295954,-74.49304241269671,41.241812909266514,-74.47413291827458,1.7033013689487806,5,73,1,-0.23718840166506183,0,9.943038526900693,0,14.071605273182616
41.02475643163224,-74.25987337954848,41.47218296818704,-74.39725408946057,1.3130612411047713,48,42,0,6.881675584027352,0,11.874817028161225,1,30.798437639071143
40.93194501864212,-74.39919280286091,41.09907151033524,-73.83862626362463,0.02683728245941492,17,62,0,12.85714415039719,0,10.14403904036681,0,5.0
40.79122914019804,-74.23978863206425,40.74171373209132,-74.20875142472994,5.078003834096847,40,89,1,23.94962708386179,0,9.846029008041203,0,23.828199533910997
,-74.3229567054716,40.827655029921644,-73.54861378159953,0.35486219872387265,48,19,0,5.605978836540412,0,10.805769195735824,0,17.223785810715007
40.63949386065204,-74.47147997516136,40.81983592329197,-74.0639393879077,16.198126732389667,42,36,0,24.103787734025172,0,7.497565280405282,0,27.356497621395476
40.79214464853522,-73.59069585359396,40.826494327663255,-74.07063517961082,4.447867269599563,17,46,1,23.124061593735775,0,7.604140652947217,0,18.524270491968963
,-74.49177686861111,41.172964173111815,-73.82192048980907,2.602573258299766,18,11,0,40.571933125859374,0,9.53737136210937,0,19.395173690574985
40.95606998421704,-73.76391785566291,41.03080792809042,-73.7324314376938,0.5038589467355579,16,52,1,23.608715375749615,0,11.235774863054456,0,12.738196706406539
41.285175961393016,-74.34785211308048,40.885424178086645,-74.02444126187487,2.1732509003105944,38,92,0,-0.6985834687710835,0,10.089986045251571,1,6.6132844069052386
,-73.5877703780004,40.649089768728714,-74.28599909828827,0.9078135444359692,31,28,1,,1,9.41932894440421,1,30.23116241471396
41.01423443841361,-73.60720406041011,40.522139162942146,-73.72669135727438,0.8723507296133814,16,20,0,10.876755330156616,0,10.305477470088558,0,20.976686585824094
41.09241456886204,-73.84609885363075,40.718834677587694,-74.17964872512637,5.307574642816412,42,61,1,10.344605489920868,0,12.335669781815554,0,22.610908044536416
40.54645041272,-73.8277658501994,40.60747140396868,-74.32488923070615,1.4372272049098687,40,41,1,18.05198820149277,0,7.812180039469377,0,27.836203262889676
41.10754485190144,-74.49466085803031,41.28544503085224,-73.86835981007499,1.7974616208519025,5,89,0,25.51006014620503,0,10.242834938397783,0,5.0
40.670524123687294,-73.5151284338864,40.612497957813886,-74.40954633300964,5.553854696178078,30,90,0,17.256630519729878,1,7.739131595341773,0,17.537532190494147
40.56505159298528,-73.62216739642419,41.22422823730684,-73.52864732491395,0.27565721458174275,44,38,0,20.09961704566699,1,8.274496933527068,0,16.284464123778356
41.44888553725333,-73.60489377426991,40.88565868977608,-73.86760273558787,2.708775252437139,44,93,0,10.865448048721266,1,10.193353214873037,0,23.600892132768426
41.465632033074556,-73.84075546294913,40.57337838974377,-73.51410447907824,2.5897835666995888,25,45,0,8.321152839649976,0,11.680652597116268,1,12.225118608261422
41.30839734811646,-74.15521307134546,41.312730049431586,-74.16110657652136,1.6612754153094609,36,56,0,22.01500817646767,0,10.445828819681072,0,15.057584017499824
40.80461376917337,-73.60635135090952,41.07963057023662,-73.5287948388096,5.311896243399825,29,97,1,4.752615068433535,0,11.315508200033452,1,18.168392724451664
40.597672114006386,-74.2084830718488,40.735761512863576,-74.35443775227138,8.588331360894328,16,52,1,12.867189019034734,0,10.480374979034112,0,15.694470242964472
41.18423302651216,-73.9372884566578,41.39468117433267,-74.45930522765298,1.878349525499484,29,61,0,16.693571845599685,1,12.808951639853348,0,21.13211266054914
40.9401524937396,-74.40026902765612,40.545258313870555,-74.46701593954539,1.8272291490089794,30,62,1,22.34589699196029,0,11.266682798937428,0,9.65265788508631
40.62203823484478,-73.57804436986724,40.701819608197766,-74.03512962940077,2.091849544118686,40,77,0,17.39566988974991,1,9.81881834434195,0,11.338013663536266
40.99517691011127,-74.35922954222879,41.252046927805864,-74.4169958025214,3.852556913434977,20,14,0,16.825926035037405,0,11.940694611225739,0,16.48280962949009
40.53438852111522,-74.27510319426959,41.20937793030989,-73.9878321158324,3.3084057751425044,18,92,0,7.695577643218792,0,10.12506587588522,0,6.957732311440074
41.409320402078784,-73.94186584187179,40.78927169372448,-74.1724994964911,0.756307591768171,38,57,1,,0,11.20869706652384,0,20.497628460368986
40.758779981600014,-73.73590699978702,40.56202487535278,-74.16437100752589,0.19808400510751184,28,33,0,17.50325690144962,0,11.917353481473635,1,18.78814982450701
41.16252228435398,-73.8806486940637,41.35807807222494,-73.86439100345483,8.942775120215115,12,10,0,,0,13.140461967181214,0,17.235761451791006
40.81171107608941,-74.26786608719985,40.813697638069904,-74.33690199384839,0.9076552798926698,31,11,0,11.999057350339296,0,13.558807522458059,0,22.315402973726197
41.02006802117781,-74.4990569574725,40.695713414928264,-73.73344662966026,3.0532821820442306,43,19,0,11.059807242180993,0,13.889484207962031,0,18.481055062349462
41.04671027934328,-73.74284941969256,41.016061822360975,-73.91796908022137,5.2884317329948,17,72,0,7.876926711330313,0,12.036284208770374,0,14.730247904672453
40.684854455525524,-73.51479267408891,41.410227199282446,-73.58505537115249,1.0712111401135012,33,68,1,21.517293483759328,0,9.857202000180868,0,9.537732725985368
41.46958462776456,-73.69008687969391,40.54354657784337,-74.13515934623247,3.0271381969059314,35,15,0,16.497341962542237,0,10.730904523218223,1,20.45457394375405
41.27513282336111,-74.03979338184338,41.26580408803089,-73.51728500793287,0.34253194613638793,47,93,0,18.658517308614513,1,8.716280342766922,0,10.76391064342995
41.43949894156419,-73.59623273860089,41.07247322793871,-73.92417235328598,10.512825950735708,23,92,1,15.261096276902151,0,9.136630820415187,0,24.928493595163467
41.39482735042765,-74.09015232688165,40.92544911655182,-73.52659804381247,0.17975411623904225,14,57,0,15.657966129653373,0,10.35661574082037,1,19.41573821958587
41.097899978811085,-73.97506591575653,41.24408044410506,-74.47293934595288,1.729692854836029,47,45,1,13.92397322318939,0,11.320434506453548,0,11.009367863119094
41.42187423502312,-74.02287023260432,41.465824424441635,-73.77202367758761,2.308913685499764,44,57,1,25.008269842949694,1,8.701435369749543,1,29.550622810361446
40.58849250205192,-74.05237612733447,40.72920621116269,-73.68337847570726,4.688833704144631,38,38,1,20.4119449230676,0,10.86070701392674,0,32.07893835269248
40.69598286241914,,40.64364736507212,-74.44682671332352,0.3873498007798451,47,50,1,,0,7.052304108753075,1,27.925913058412753
40.54522728891054,,41.4128817452227,-73.92103033598376,1.7437870426856152,5,97,1,16.965689463582578,1,9.422855331912915,0,8.408481014867569
40.825330330763265,-74.18328287797479,41.1689530774573,-73.69805770641055,1.068788955887981,23,82,0,35.76069471036425,0,11.632271102117919,0,8.535068254677327
40.88867728968948,-74.24184183234152,40.93798602156197,-73.93896127477693,1.1219460489172672,5,41,1,,0,9.803601070790748,0,19.480886232174615
